Annotation	Gene	Input
Alzheimer's disease	Atp5c1	1
Alzheimer's disease	Atp5d	1
Alzheimer's disease	Atp5e	1
Alzheimer's disease	Atp5f1	1
Alzheimer's disease	Atp5g1	1
Alzheimer's disease	Atp5g2	1
Alzheimer's disease	Atp5g3	1
Alzheimer's disease	Atp5h	1
Alzheimer's disease	Atp5j	1
Alzheimer's disease	Atp5o	1
Alzheimer's disease	ATP6	1
Alzheimer's disease	ATP8	1
Alzheimer's disease	Bace1	1
Alzheimer's disease	Bace2	1
Alzheimer's disease	Bad	1
Alzheimer's disease	Bid	1
Alzheimer's disease	Cacna1c	1
Alzheimer's disease	Cacna1d	1
Alzheimer's disease	Cacna1f	1
Alzheimer's disease	Cacna1s	1
Alzheimer's disease	Calm1	1
Alzheimer's disease	Calm2	1
Alzheimer's disease	Calm3	1
Alzheimer's disease	Calm4	1
Alzheimer's disease	Calm5	1
Alzheimer's disease	Calml3	1
Alzheimer's disease	Calml4	1
Alzheimer's disease	Capn1	1
Alzheimer's disease	Capn2	1
Alzheimer's disease	Casp12	1
Alzheimer's disease	Casp3	1
Alzheimer's disease	Casp7	1
Alzheimer's disease	Casp8	1
Alzheimer's disease	Casp9	1
Alzheimer's disease	Cdk5	1
Alzheimer's disease	Cdk5r1	1
Alzheimer's disease	COX1	1
Alzheimer's disease	COX2	1
Alzheimer's disease	COX3	1
Alzheimer's disease	Cox4i1	1
Alzheimer's disease	Cox4i2	1
Alzheimer's disease	Cox5a	1
Alzheimer's disease	Cox5b	1
Alzheimer's disease	Cox6a1	1
Alzheimer's disease	Cox6a2	1
Alzheimer's disease	Cox6b1	1
Alzheimer's disease	Cox6b2	1
Alzheimer's disease	Cox6c	1
Alzheimer's disease	Cox7a1	1
Alzheimer's disease	Cox7a2	1
Alzheimer's disease	Cox7a2l	1
Alzheimer's disease	Cox7b	1
Alzheimer's disease	Cox7b2	1
Alzheimer's disease	Cox7c	1
Alzheimer's disease	Cox8a	1
Alzheimer's disease	Cox8b	1
Alzheimer's disease	Cox8c	1
Alzheimer's disease	Cyc1	1
Alzheimer's disease	Cycs	1
Alzheimer's disease	Cyct	1
Alzheimer's disease	CYTB	1
Alzheimer's disease	Eif2ak3	1
Alzheimer's disease	Ern1	1
Alzheimer's disease	Fadd	1
Alzheimer's disease	Fas	1
Alzheimer's disease	Gapdh	1
Alzheimer's disease	Gapdh-ps15	1
Alzheimer's disease	Gnaq	1
Alzheimer's disease	Grin1	1
Alzheimer's disease	Grin2a	1
Alzheimer's disease	Grin2b	1
Alzheimer's disease	Grin2c	1
Alzheimer's disease	Grin2d	1
Alzheimer's disease	Gsk3b	1
Alzheimer's disease	Hsd17b10	1
Alzheimer's disease	Ide	1
Alzheimer's disease	Il1b	1
Alzheimer's disease	Itpr1	1
Alzheimer's disease	Itpr2	1
Alzheimer's disease	Itpr3	1
Alzheimer's disease	Lpl	1
Alzheimer's disease	Lrp1	1
Alzheimer's disease	Mapk1	1
Alzheimer's disease	Mapk3	1
Alzheimer's disease	Mapt	1
Alzheimer's disease	Mme	1
Alzheimer's disease	Nae1	1
Alzheimer's disease	Ncstn	1
Alzheimer's disease	Ndufa1	1
Alzheimer's disease	Ndufa10	1
Alzheimer's disease	Ndufa11	1
Alzheimer's disease	Ndufa11b	1
Alzheimer's disease	Ndufa12	1
Alzheimer's disease	Ndufa13	1
Alzheimer's disease	Ndufa2	1
Alzheimer's disease	Ndufa3	1
Alzheimer's disease	Ndufa4	1
Alzheimer's disease	Ndufa4l2	1
Alzheimer's disease	Ndufa5	1
Alzheimer's disease	Ndufa6	1
Alzheimer's disease	Ndufa7	1
Alzheimer's disease	Ndufa8	1
Alzheimer's disease	Ndufa9	1
Alzheimer's disease	Ndufab1	1
Alzheimer's disease	Ndufb10	1
Alzheimer's disease	Ndufb11	1
Alzheimer's disease	Ndufb2	1
Alzheimer's disease	Ndufb3	1
Alzheimer's disease	Ndufb4	1
Alzheimer's disease	Ndufb4b	1
Alzheimer's disease	Ndufb4c	1
Alzheimer's disease	Ndufb5	1
Alzheimer's disease	Ndufb6	1
Alzheimer's disease	Ndufb7	1
Alzheimer's disease	Ndufb8	1
Alzheimer's disease	Ndufb9	1
Alzheimer's disease	Ndufc1	1
Alzheimer's disease	Ndufc2	1
Alzheimer's disease	Ndufs1	1
Alzheimer's disease	Ndufs2	1
Alzheimer's disease	Ndufs3	1
Alzheimer's disease	Ndufs4	1
Alzheimer's disease	Ndufs5	1
Alzheimer's disease	Ndufs6	1
Alzheimer's disease	Ndufs7	1
Alzheimer's disease	Ndufs8	1
Alzheimer's disease	Ndufv1	1
Alzheimer's disease	Ndufv2	1
Alzheimer's disease	Ndufv3	1
Alzheimer's disease	Nos1	1
Alzheimer's disease	Plcb1	1
Alzheimer's disease	Plcb2	1
Alzheimer's disease	Plcb3	1
Alzheimer's disease	Plcb4	1
Alzheimer's disease	Ppp3ca	1
Alzheimer's disease	Ppp3cb	1
Alzheimer's disease	Ppp3cc	1
Alzheimer's disease	Ppp3r1	1
Alzheimer's disease	Ppp3r2	1
Alzheimer's disease	Psen1	1
Alzheimer's disease	Psen2	1
Alzheimer's disease	Psenen	1
Alzheimer's disease	Rtn3	1
Alzheimer's disease	Rtn4	1
Alzheimer's disease	Ryr3	1
Alzheimer's disease	Sdha	1
Alzheimer's disease	Sdhb	1
Alzheimer's disease	Sdhc	1
Alzheimer's disease	Sdhd	1
Alzheimer's disease	Snca	1
Alzheimer's disease	Tnf	1
Alzheimer's disease	Tnfrsf1a	1
Alzheimer's disease	Uqcr10	1
Alzheimer's disease	Uqcr11	1
Alzheimer's disease	Uqcrb	1
Alzheimer's disease	Uqcrc1	1
Alzheimer's disease	Uqcrc2	1
Alzheimer's disease	Uqcrfs1	1
Alzheimer's disease	Uqcrh	1
Alzheimer's disease	Uqcrq	1
Amino sugar and nucleotide sugar metabolism	Amdhd2	1
Amino sugar and nucleotide sugar metabolism	Chia1	1
Amino sugar and nucleotide sugar metabolism	Chit1	1
Amino sugar and nucleotide sugar metabolism	Cmah	1
Amino sugar and nucleotide sugar metabolism	Cmas	1
Amino sugar and nucleotide sugar metabolism	Cyb5r1	1
Amino sugar and nucleotide sugar metabolism	Cyb5r2	1
Amino sugar and nucleotide sugar metabolism	Cyb5r3	1
Amino sugar and nucleotide sugar metabolism	Cyb5r4	1
Amino sugar and nucleotide sugar metabolism	Cyb5rl	1
Amino sugar and nucleotide sugar metabolism	Fcsk	1
Amino sugar and nucleotide sugar metabolism	Fpgt	1
Amino sugar and nucleotide sugar metabolism	Gale	1
Amino sugar and nucleotide sugar metabolism	Galk1	1
Amino sugar and nucleotide sugar metabolism	Galt	1
Amino sugar and nucleotide sugar metabolism	Gck	1
Amino sugar and nucleotide sugar metabolism	Gfpt1	1
Amino sugar and nucleotide sugar metabolism	Gfpt2	1
Amino sugar and nucleotide sugar metabolism	Gmds	1
Amino sugar and nucleotide sugar metabolism	Gmppa	1
Amino sugar and nucleotide sugar metabolism	Gmppb	1
Amino sugar and nucleotide sugar metabolism	Gne	1
Amino sugar and nucleotide sugar metabolism	Gnpda1	1
Amino sugar and nucleotide sugar metabolism	Gnpda2	1
Amino sugar and nucleotide sugar metabolism	Gnpnat1	1
Amino sugar and nucleotide sugar metabolism	Gpi1	1
Amino sugar and nucleotide sugar metabolism	Hexa	1
Amino sugar and nucleotide sugar metabolism	Hexb	1
Amino sugar and nucleotide sugar metabolism	Hk1	1
Amino sugar and nucleotide sugar metabolism	Hk2	1
Amino sugar and nucleotide sugar metabolism	Hk3	1
Amino sugar and nucleotide sugar metabolism	Hkdc1	1
Amino sugar and nucleotide sugar metabolism	Mpi	1
Amino sugar and nucleotide sugar metabolism	Nagk	1
Amino sugar and nucleotide sugar metabolism	Nanp	1
Amino sugar and nucleotide sugar metabolism	Nans	1
Amino sugar and nucleotide sugar metabolism	Npl	1
Amino sugar and nucleotide sugar metabolism	Pgm1	1
Amino sugar and nucleotide sugar metabolism	Pgm2	1
Amino sugar and nucleotide sugar metabolism	Pgm3	1
Amino sugar and nucleotide sugar metabolism	Pmm1	1
Amino sugar and nucleotide sugar metabolism	Pmm2	1
Amino sugar and nucleotide sugar metabolism	Renbp	1
Amino sugar and nucleotide sugar metabolism	Tsta3	1
Amino sugar and nucleotide sugar metabolism	Uap1	1
Amino sugar and nucleotide sugar metabolism	Uap1l1	1
Amino sugar and nucleotide sugar metabolism	Ugdh	1
Amino sugar and nucleotide sugar metabolism	Ugp2	1
Amino sugar and nucleotide sugar metabolism	Uxs1	1
Aminoacyl-tRNA biosynthesis	Aars	1
Aminoacyl-tRNA biosynthesis	Aars2	1
Aminoacyl-tRNA biosynthesis	Cars	1
Aminoacyl-tRNA biosynthesis	Cars2	1
Aminoacyl-tRNA biosynthesis	Dars	1
Aminoacyl-tRNA biosynthesis	Dars2	1
Aminoacyl-tRNA biosynthesis	Ears2	1
Aminoacyl-tRNA biosynthesis	Eprs	1
Aminoacyl-tRNA biosynthesis	Fars2	1
Aminoacyl-tRNA biosynthesis	Farsa	1
Aminoacyl-tRNA biosynthesis	Farsb	1
Aminoacyl-tRNA biosynthesis	Gars	1
Aminoacyl-tRNA biosynthesis	Gatb	1
Aminoacyl-tRNA biosynthesis	Gatc	1
Aminoacyl-tRNA biosynthesis	Hars	1
Aminoacyl-tRNA biosynthesis	Hars2	1
Aminoacyl-tRNA biosynthesis	Iars	1
Aminoacyl-tRNA biosynthesis	Iars2	1
Aminoacyl-tRNA biosynthesis	Kars	1
Aminoacyl-tRNA biosynthesis	Lars	1
Aminoacyl-tRNA biosynthesis	Lars2	1
Aminoacyl-tRNA biosynthesis	Mars	1
Aminoacyl-tRNA biosynthesis	Mars2	1
Aminoacyl-tRNA biosynthesis	Mtfmt	1
Aminoacyl-tRNA biosynthesis	Nars	1
Aminoacyl-tRNA biosynthesis	Nars2	1
Aminoacyl-tRNA biosynthesis	Pars2	1
Aminoacyl-tRNA biosynthesis	Pstk	1
Aminoacyl-tRNA biosynthesis	Qars	1
Aminoacyl-tRNA biosynthesis	Qrsl1	1
Aminoacyl-tRNA biosynthesis	Rars	1
Aminoacyl-tRNA biosynthesis	Rars2	1
Aminoacyl-tRNA biosynthesis	Sars	1
Aminoacyl-tRNA biosynthesis	Sars2	1
Aminoacyl-tRNA biosynthesis	Sepsecs	1
Aminoacyl-tRNA biosynthesis	Tars	1
Aminoacyl-tRNA biosynthesis	Tars2	1
Aminoacyl-tRNA biosynthesis	Tarsl2	1
Aminoacyl-tRNA biosynthesis	TrnA	1
Aminoacyl-tRNA biosynthesis	TrnC	1
Aminoacyl-tRNA biosynthesis	TrnD	1
Aminoacyl-tRNA biosynthesis	TrnE	1
Aminoacyl-tRNA biosynthesis	TrnF	1
Aminoacyl-tRNA biosynthesis	TrnG	1
Aminoacyl-tRNA biosynthesis	TrnH	1
Aminoacyl-tRNA biosynthesis	TrnI	1
Aminoacyl-tRNA biosynthesis	TrnK	1
Aminoacyl-tRNA biosynthesis	TrnL1	1
Aminoacyl-tRNA biosynthesis	TrnL2	1
Aminoacyl-tRNA biosynthesis	TrnM	1
Aminoacyl-tRNA biosynthesis	TrnN	1
Aminoacyl-tRNA biosynthesis	TrnP	1
Aminoacyl-tRNA biosynthesis	TrnQ	1
Aminoacyl-tRNA biosynthesis	TrnR	1
Aminoacyl-tRNA biosynthesis	TrnS1	1
Aminoacyl-tRNA biosynthesis	TrnS2	1
Aminoacyl-tRNA biosynthesis	TrnT	1
Aminoacyl-tRNA biosynthesis	TrnV	1
Aminoacyl-tRNA biosynthesis	TrnW	1
Aminoacyl-tRNA biosynthesis	TrnY	1
Aminoacyl-tRNA biosynthesis	Vars	1
Aminoacyl-tRNA biosynthesis	Vars2	1
Aminoacyl-tRNA biosynthesis	Wars	1
Aminoacyl-tRNA biosynthesis	Wars2	1
Aminoacyl-tRNA biosynthesis	Yars	1
Aminoacyl-tRNA biosynthesis	Yars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Aars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Aars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Cars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Cars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Dars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Dars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Ears2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Eprs	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Fars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Farsa	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Farsb	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Gars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Hars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Hars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Iars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Iars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Kars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Lars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Lars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Mars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Mars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Nars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Nars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Pars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Qars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Rars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Rars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Sars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Sars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Tars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Tars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Tarsl2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Vars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Vars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Wars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Wars2	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Yars	1
"Aminoacyl-tRNA biosynthesis, eukaryotes"	Yars2	1
AMPK signaling pathway	Acaca	1
AMPK signaling pathway	Acacb	1
AMPK signaling pathway	Adipoq	1
AMPK signaling pathway	Adipor1	1
AMPK signaling pathway	Adipor2	1
AMPK signaling pathway	Adra1a	1
AMPK signaling pathway	Akt1	1
AMPK signaling pathway	Akt1s1	1
AMPK signaling pathway	Akt2	1
AMPK signaling pathway	Akt3	1
AMPK signaling pathway	Cab39	1
AMPK signaling pathway	Cab39l	1
AMPK signaling pathway	Camkk2	1
AMPK signaling pathway	Ccna1	1
AMPK signaling pathway	Ccna2	1
AMPK signaling pathway	Ccnd1	1
AMPK signaling pathway	Cd36	1
AMPK signaling pathway	Cftr	1
AMPK signaling pathway	Cpt1a	1
AMPK signaling pathway	Cpt1b	1
AMPK signaling pathway	Cpt1c	1
AMPK signaling pathway	Creb1	1
AMPK signaling pathway	Creb3	1
AMPK signaling pathway	Creb3l1	1
AMPK signaling pathway	Creb3l2	1
AMPK signaling pathway	Creb3l3	1
AMPK signaling pathway	Creb3l4	1
AMPK signaling pathway	Creb5	1
AMPK signaling pathway	Crtc2	1
AMPK signaling pathway	Eef2	1
AMPK signaling pathway	Eef2k	1
AMPK signaling pathway	Eif4ebp1	1
AMPK signaling pathway	Elavl1	1
AMPK signaling pathway	Fasn	1
AMPK signaling pathway	Fbp1	1
AMPK signaling pathway	Fbp2	1
AMPK signaling pathway	Foxo1	1
AMPK signaling pathway	Foxo3	1
AMPK signaling pathway	G6pc	1
AMPK signaling pathway	G6pc2	1
AMPK signaling pathway	G6pc3	1
AMPK signaling pathway	Gm2436	1
AMPK signaling pathway	Gm2446	1
AMPK signaling pathway	Gys1	1
AMPK signaling pathway	Gys2	1
AMPK signaling pathway	Hmgcr	1
AMPK signaling pathway	Hnf4a	1
AMPK signaling pathway	Igf1	1
AMPK signaling pathway	Igf1r	1
AMPK signaling pathway	Ins1	1
AMPK signaling pathway	Ins2	1
AMPK signaling pathway	Insr	1
AMPK signaling pathway	Irs1	1
AMPK signaling pathway	Irs2	1
AMPK signaling pathway	Irs3	1
AMPK signaling pathway	Irs4	1
AMPK signaling pathway	Lep	1
AMPK signaling pathway	Lepr	1
AMPK signaling pathway	Lipe	1
AMPK signaling pathway	Map3k7	1
AMPK signaling pathway	Mlycd	1
AMPK signaling pathway	Mtor	1
AMPK signaling pathway	Pck1	1
AMPK signaling pathway	Pck2	1
AMPK signaling pathway	Pdpk1	1
AMPK signaling pathway	Pfkfb1	1
AMPK signaling pathway	Pfkfb2	1
AMPK signaling pathway	Pfkfb3	1
AMPK signaling pathway	Pfkfb4	1
AMPK signaling pathway	Pfkl	1
AMPK signaling pathway	Pfkm	1
AMPK signaling pathway	Pfkp	1
AMPK signaling pathway	Pik3ca	1
AMPK signaling pathway	Pik3cb	1
AMPK signaling pathway	Pik3cd	1
AMPK signaling pathway	Pik3r1	1
AMPK signaling pathway	Pik3r2	1
AMPK signaling pathway	Pik3r3	1
AMPK signaling pathway	Pparg	1
AMPK signaling pathway	Ppargc1a	1
AMPK signaling pathway	Ppp2ca	1
AMPK signaling pathway	Ppp2cb	1
AMPK signaling pathway	Ppp2r1a	1
AMPK signaling pathway	Ppp2r1b	1
AMPK signaling pathway	Ppp2r2a	1
AMPK signaling pathway	Ppp2r2b	1
AMPK signaling pathway	Ppp2r2c	1
AMPK signaling pathway	Ppp2r2d	1
AMPK signaling pathway	Ppp2r3a	1
AMPK signaling pathway	Ppp2r3c	1
AMPK signaling pathway	Ppp2r3d	1
AMPK signaling pathway	Ppp2r5a	1
AMPK signaling pathway	Ppp2r5b	1
AMPK signaling pathway	Ppp2r5c	1
AMPK signaling pathway	Ppp2r5d	1
AMPK signaling pathway	Ppp2r5e	1
AMPK signaling pathway	Prkaa1	1
AMPK signaling pathway	Prkaa2	1
AMPK signaling pathway	Prkab1	1
AMPK signaling pathway	Prkab2	1
AMPK signaling pathway	Prkag1	1
AMPK signaling pathway	Prkag2	1
AMPK signaling pathway	Prkag3	1
AMPK signaling pathway	Rab10	1
AMPK signaling pathway	Rab11b	1
AMPK signaling pathway	Rab14	1
AMPK signaling pathway	Rab2a	1
AMPK signaling pathway	Rab8a	1
AMPK signaling pathway	Rheb	1
AMPK signaling pathway	Rps6kb1	1
AMPK signaling pathway	Rps6kb2	1
AMPK signaling pathway	Rptor	1
AMPK signaling pathway	Scd1	1
AMPK signaling pathway	Scd2	1
AMPK signaling pathway	Scd3	1
AMPK signaling pathway	Scd4	1
AMPK signaling pathway	Sirt1	1
AMPK signaling pathway	Slc2a4	1
AMPK signaling pathway	Srebf1	1
AMPK signaling pathway	Stk11	1
AMPK signaling pathway	Strada	1
AMPK signaling pathway	Stradb	1
AMPK signaling pathway	Tbc1d1	1
AMPK signaling pathway	Tsc1	1
AMPK signaling pathway	Tsc2	1
AMPK signaling pathway	Ulk1	1
Amyotrophic lateral sclerosis (ALS)	Als2	1
Amyotrophic lateral sclerosis (ALS)	Apaf1	1
Amyotrophic lateral sclerosis (ALS)	Bad	1
Amyotrophic lateral sclerosis (ALS)	Bax	1
Amyotrophic lateral sclerosis (ALS)	Bcl2	1
Amyotrophic lateral sclerosis (ALS)	Bcl2l1	1
Amyotrophic lateral sclerosis (ALS)	Bid	1
Amyotrophic lateral sclerosis (ALS)	Casp1	1
Amyotrophic lateral sclerosis (ALS)	Casp12	1
Amyotrophic lateral sclerosis (ALS)	Casp3	1
Amyotrophic lateral sclerosis (ALS)	Casp9	1
Amyotrophic lateral sclerosis (ALS)	Cat	1
Amyotrophic lateral sclerosis (ALS)	Ccs	1
Amyotrophic lateral sclerosis (ALS)	Cycs	1
Amyotrophic lateral sclerosis (ALS)	Cyct	1
Amyotrophic lateral sclerosis (ALS)	Daxx	1
Amyotrophic lateral sclerosis (ALS)	Derl1	1
Amyotrophic lateral sclerosis (ALS)	Gpx1	1
Amyotrophic lateral sclerosis (ALS)	Gria1	1
Amyotrophic lateral sclerosis (ALS)	Gria2	1
Amyotrophic lateral sclerosis (ALS)	Grin1	1
Amyotrophic lateral sclerosis (ALS)	Grin2a	1
Amyotrophic lateral sclerosis (ALS)	Grin2b	1
Amyotrophic lateral sclerosis (ALS)	Grin2c	1
Amyotrophic lateral sclerosis (ALS)	Grin2d	1
Amyotrophic lateral sclerosis (ALS)	Map2k3	1
Amyotrophic lateral sclerosis (ALS)	Map2k6	1
Amyotrophic lateral sclerosis (ALS)	Map3k5	1
Amyotrophic lateral sclerosis (ALS)	Mapk11	1
Amyotrophic lateral sclerosis (ALS)	Mapk12	1
Amyotrophic lateral sclerosis (ALS)	Mapk13	1
Amyotrophic lateral sclerosis (ALS)	Mapk14	1
Amyotrophic lateral sclerosis (ALS)	Nefh	1
Amyotrophic lateral sclerosis (ALS)	Nefl	1
Amyotrophic lateral sclerosis (ALS)	Nefm	1
Amyotrophic lateral sclerosis (ALS)	Nos1	1
Amyotrophic lateral sclerosis (ALS)	Ppp3ca	1
Amyotrophic lateral sclerosis (ALS)	Ppp3cb	1
Amyotrophic lateral sclerosis (ALS)	Ppp3cc	1
Amyotrophic lateral sclerosis (ALS)	Ppp3r1	1
Amyotrophic lateral sclerosis (ALS)	Ppp3r2	1
Amyotrophic lateral sclerosis (ALS)	Prph	1
Amyotrophic lateral sclerosis (ALS)	Rab5a	1
Amyotrophic lateral sclerosis (ALS)	Rac1	1
Amyotrophic lateral sclerosis (ALS)	Slc1a2	1
Amyotrophic lateral sclerosis (ALS)	Sod1	1
Amyotrophic lateral sclerosis (ALS)	Tnf	1
Amyotrophic lateral sclerosis (ALS)	Tnfrsf1a	1
Amyotrophic lateral sclerosis (ALS)	Tnfrsf1b	1
Amyotrophic lateral sclerosis (ALS)	Tomm40	1
Amyotrophic lateral sclerosis (ALS)	Tomm40l	1
Amyotrophic lateral sclerosis (ALS)	Trp53	1
Antigen processing and presentation	B2m	1
Antigen processing and presentation	Calr	1
Antigen processing and presentation	Canx	1
Antigen processing and presentation	Cd4	1
Antigen processing and presentation	Cd74	1
Antigen processing and presentation	Cd8a	1
Antigen processing and presentation	Cd8b1	1
Antigen processing and presentation	Ciita	1
Antigen processing and presentation	Creb1	1
Antigen processing and presentation	Ctsb	1
Antigen processing and presentation	Ctsl	1
Antigen processing and presentation	Ctss	1
Antigen processing and presentation	Gm10499	1
Antigen processing and presentation	Gm11127	1
Antigen processing and presentation	Gm7030	1
Antigen processing and presentation	Gm8909	1
Antigen processing and presentation	H2-Aa	1
Antigen processing and presentation	H2-Ab1	1
Antigen processing and presentation	H2-Bl	1
Antigen processing and presentation	H2-D1	1
Antigen processing and presentation	H2-DMa	1
Antigen processing and presentation	H2-DMb1	1
Antigen processing and presentation	H2-DMb2	1
Antigen processing and presentation	H2-Ea-ps	1
Antigen processing and presentation	H2-Eb1	1
Antigen processing and presentation	H2-K1	1
Antigen processing and presentation	H2-L	1
Antigen processing and presentation	H2-M1	1
Antigen processing and presentation	H2-M10.1	1
Antigen processing and presentation	H2-M10.2	1
Antigen processing and presentation	H2-M10.3	1
Antigen processing and presentation	H2-M10.4	1
Antigen processing and presentation	H2-M10.5	1
Antigen processing and presentation	H2-M10.6	1
Antigen processing and presentation	H2-M11	1
Antigen processing and presentation	H2-M2	1
Antigen processing and presentation	H2-M3	1
Antigen processing and presentation	H2-M5	1
